Id,SalePrice
1461,208500.0
1462,181500.0
1463,223500.0
1464,140000.0
1465,250039.2857142857
1466,143002.85714285713
1467,307000.0
1468,200000.0
1469,129900.0
1470,118003.39285714286
1471,129505.35714285714
1472,345000.0
1473,144000.0
1474,279500.0
1475,156995.7142857143
1476,131999.2857142857
1477,148993.2142857143
1478,90000.0
1479,159000.0
1480,139000.0
1481,325300.0
1482,139400.0
1483,229995.0
1484,129900.0
1485,153988.2142857143
1486,256300.0
1487,134800.0
1488,306000.0
1489,207500.0
1490,68508.21428571429
1491,40000.0
1492,149350.0
1493,179900.0
1494,165490.7142857143
1495,277500.0
1496,309000.0
1497,145000.0
1498,152997.32142857142
1499,109000.0
1500,82000.0
1501,160000.0
1502,170000.0
1503,143979.64285714287
1504,130250.0
1505,141000.0
1506,319900.0
1507,239686.0
1508,249700.0
1509,112985.59523809525
1510,127003.57142857145
1511,177002.5
1512,114500.0
1513,110000.0
1514,385000.0
1515,130010.71428571428
1516,180499.82142857145
1517,172500.0
1518,196489.6428571429
1519,438780.0
1520,124900.0
1521,158000.0
1522,100990.0
1523,202500.0
1524,140000.0
1525,219489.0
1526,317000.0
1527,180000.7142857143
1528,226000.0
1529,80000.0
1530,225000.0
1531,244000.0
1532,129500.0
1533,184985.35714285716
1534,144900.0
1535,107400.0
1536,90996.0
1537,135750.0
1538,126997.5
1539,136500.0
1540,110001.78571428572
1541,193500.0
1542,153500.0
1543,244993.92857142855
1544,126500.0
1545,168508.39285714287
1546,260000.0
1547,174000.0
1548,164500.0
1549,85000.0
1550,123600.0
1551,109900.0
1552,98600.0
1553,163500.0
1554,133900.0
1555,204750.0
1556,185000.0
1557,214000.0
1558,94750.0
1559,83002.85714285714
1560,128952.5
1561,205003.57142857145
1562,178000.0
1563,118964.0
1564,198900.0
1565,169500.0
1566,250000.0
1567,100003.57142857145
1568,115004.28571428572
1569,114992.85714285714
1570,189993.0357142857
1571,136896.82142857142
1572,179991.9642857143
1573,383970.0
1574,217000.0
1575,259471.42857142855
1576,176000.0
1577,139000.0
1578,155000.0
1579,320000.0
1580,163990.0
1581,180000.0
1582,100007.14285714287
1583,136000.0
1584,153909.0357142857
1585,181000.0
1586,84500.0
1587,128000.0
1588,87000.0
1589,155000.0
1590,150000.0
1591,226000.0
1592,244000.0
1593,150750.0
1594,220000.0
1595,180000.17857142858
1596,173996.42857142858
1597,143012.85714285713
1598,171000.0
1599,230000.0
1600,231500.0
1601,115000.0
1602,260001.66666666672
1603,166000.0
1604,204000.0
1605,125000.0
1606,130000.0
1607,104992.85714285713
1608,222500.0
1609,141000.0
1610,115000.0
1611,122000.0
1612,372402.0
1613,189996.42857142855
1614,235000.0
1615,125002.32142857145
1616,79000.0
1617,109515.0
1618,269500.0
1619,254900.0
1620,320000.0
1621,162514.2857142857
1622,412500.0
1623,220000.0
1624,103200.0
1625,151989.64285714287
1626,127500.0
1627,190000.0
1628,325624.0
1629,183502.1428571429
1630,228016.07142857145
1631,128500.35714285714
1632,215000.0
1633,239000.0
1634,163000.0
1635,183986.60714285716
1636,243000.0
1637,211007.5
1638,172500.0
1639,100040.71428571428
1640,176992.5357142857
1641,200100.0
1642,120017.85714285714
1643,200000.0
1644,127000.0
1645,173000.0
1646,135000.0
1647,153337.0
1648,286000.0
1649,315000.0
1650,183990.7142857143
1651,192000.0
1652,133750.0
1653,127006.96428571428
1654,148500.0
1655,311872.0
1656,235000.0
1657,104000.0
1658,274900.0
1659,140000.0
1660,171496.42857142858
1661,112000.0
1662,149000.0
1663,109998.21428571428
1664,180500.0
1665,143900.0
1666,141000.0
1667,276989.52380952385
1668,144994.64285714287
1669,98000.0
1670,185988.57142857145
1671,252678.0
1672,155991.42857142858
1673,161750.0
1674,134450.0
1675,209992.85714285716
1676,107000.0
1677,311500.0
1678,167240.0
1679,204900.0
1680,200000.0
1681,179900.0
1682,97000.0
1683,386250.0
1684,112000.71428571428
1685,290000.0
1686,105991.78571428572
1687,124999.28571428572
1688,192500.0
1689,148000.0
1690,402952.1428571429
1691,94501.78571428572
1692,128200.0
1693,216500.0
1694,89500.0
1695,185500.0
1696,194509.2857142857
1697,318000.0
1698,113000.0
1699,262500.0
1700,110499.28571428572
1701,79008.57142857142
1702,120000.0
1703,205001.7857142857
1704,241498.2142857143
1705,136986.7857142857
1706,139982.14285714287
1707,180000.0
1708,277000.0
1709,76500.0
1710,235019.52380952387
1711,173003.57142857142
1712,158000.0
1713,144992.14285714287
1714,229988.57142857145
1715,207490.7142857143
1716,220000.0
1717,231500.0
1718,97000.0
1719,176000.0
1720,276000.0
1721,151013.57142857142
1722,129996.07142857145
1723,73000.0
1724,175500.0
1725,185003.57142857145
1726,179528.57142857142
1727,120499.57142857145
1728,148000.0
1729,266000.0
1730,241500.0
1731,290032.85714285716
1732,139004.2857142857
1733,124500.0
1734,205000.0
1735,201027.1428571429
1736,141000.0
1737,415298.0
1738,192000.0
1739,228500.0
1740,185000.0
1741,207500.0
1742,244600.0
1743,179190.9642857143
1744,164700.0
1745,159000.0
1746,88000.0
1747,122000.0
1748,153575.0
1749,233230.0
1750,135900.0
1751,131000.0
1752,234973.92857142855
1753,167000.0
1754,142496.42857142858
1755,151987.85714285713
1756,239000.0
1757,175000.0
1758,158500.0
1759,156994.2857142857
1760,267000.0
1761,205030.7142857143
1762,149900.0
1763,295000.0
1764,305900.0
1765,225000.0
1766,89502.5
1767,82500.0
1768,360000.0
1769,165600.0
1770,131982.85714285713
1771,119900.0
1772,375000.0
1773,178000.0
1774,188500.0
1775,260000.0
1776,270000.0
1777,260000.0
1778,187500.0
1779,342643.0
1780,354000.0
1781,301000.0
1782,126175.0
1783,242005.7142857143
1784,87000.0
1785,324000.0
1786,145250.0
1787,214483.2142857143
1788,78000.0
1789,119006.60714285714
1790,138993.2142857143
1791,284000.0
1792,207000.0
1793,191998.57142857145
1794,228950.0
1795,377426.0
1796,213982.92857142855
1797,202501.1428571429
1798,155000.0
1799,202900.0
1800,82000.0
1801,87500.0
1802,266000.0
1803,85005.59523809525
1804,140200.0
1805,151500.0
1806,157498.39285714287
1807,154023.2142857143
1808,437154.0
1809,318061.0
1810,190000.0
1811,95007.14285714287
1812,105901.42857142855
1813,139987.67857142858
1814,177496.7857142857
1815,173000.0
1816,133996.42857142858
1817,130010.0
1818,280000.0
1819,155996.42857142858
1820,145000.0
1821,198500.0
1822,118000.0
1823,189996.42857142855
1824,146988.57142857142
1825,158992.14285714287
1826,164992.85714285713
1827,132000.0
1828,162006.42857142858
1829,172400.0
1830,134432.0
1831,124973.45238095238
1832,123008.21428571428
1833,219500.0
1834,61000.0
1835,148002.85714285713
1836,340000.0
1837,394432.0
1838,178997.1428571429
1839,127000.0
1840,187750.0
1841,213500.0
1842,76007.85714285714
1843,239992.1428571429
1844,192000.0
1845,81011.07142857142
1846,124996.42857142855
1847,191000.0
1848,426000.0
1849,119008.92857142855
1850,214992.1428571429
1851,106515.71428571428
1852,100000.0
1853,109000.0
1854,129000.0
1855,123000.0
1856,169456.07142857142
1857,67000.0
1858,241000.0
1859,245500.0
1860,164990.0
1861,108001.42857142855
1862,257994.2857142857
1863,168010.7142857143
1864,150013.57142857142
1865,115000.0
1866,177000.0
1867,280000.0
1868,339750.0
1869,60000.0
1870,145000.0
1871,222000.0
1872,115010.64285714286
1873,228000.0
1874,181134.0
1875,149500.0
1876,238990.0
1877,125995.0
1878,142000.0
1879,206300.0
1880,214978.57142857145
1881,113000.0
1882,314997.14285714284
1883,139000.0
1884,134983.2142857143
1885,274990.95238095237
1886,109008.0
1887,195400.0
1888,174983.57142857142
1889,85400.0
1890,79900.0
1891,122495.53571428572
1892,180991.7857142857
1893,81011.59523809525
1894,212000.0
1895,116000.0
1896,118959.28571428572
1897,90350.0
1898,110013.21428571428
1899,118022.32142857145
1900,162900.0
1901,172500.0
1902,209998.2142857143
1903,127497.32142857145
1904,190000.0
1905,199900.0
1906,119500.0
1907,119996.42857142855
1908,109996.42857142855
1909,280000.0
1910,204002.5
1911,210000.0
1912,187991.07142857145
1913,175485.5357142857
1914,98000.0
1915,255990.0
1916,161000.0
1917,110024.28571428572
1918,263435.0
1919,155000.0
1920,62383.0
1921,188700.0
1922,124002.85714285714
1923,178740.0
1924,167000.0
1925,146506.42857142858
1926,249992.85714285716
1927,187000.0
1928,212000.0
1929,190000.0
1930,147995.7142857143
1931,440000.0
1932,251000.0
1933,132500.35714285713
1934,208900.0
1935,379946.4285714286
1936,297000.0
1937,89471.0
1938,326000.0
1939,374000.0
1940,155000.0
1941,164000.0
1942,132500.0
1943,147000.0
1944,155987.14285714287
1945,175000.0
1946,160000.0
1947,86004.45238095237
1948,115003.57142857145
1949,132950.0
1950,172785.0
1951,155000.0
1952,91300.0
1953,34900.0
1954,430000.0
1955,184000.0
1956,129997.85714285714
1957,120004.28571428572
1958,113000.0
1959,226700.0
1960,139988.39285714287
1961,289000.0
1962,147000.0
1963,124500.0
1964,214996.42857142855
1965,208300.0
1966,161000.0
1967,124526.78571428572
1968,164900.0
1969,202665.0
1970,129900.0
1971,134000.0
1972,96500.0
1973,402861.0
1974,158000.0
1975,265017.85714285716
1976,210986.42857142855
1977,234005.7142857143
1978,106250.0
1979,150003.75
1980,159000.0
1981,184750.0
1982,315750.0
1983,176000.0
1984,131997.14285714287
1985,85995.71428571429
1986,200624.0
1987,175000.0
1988,128000.0
1989,107517.60714285713
1990,39300.0
1991,178000.0
1992,107500.0
1993,188000.0
